Timestamp,Varietal,Bin,Brix,Temperature,Anything notable about this fermentation today?,Reported by,Date of Measurement
10/8/2025 18:47:34,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,24,63,No cap; swampy ,Eli,10/8/2025
10/8/2025 18:48:32,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,4.4,78,Strong cap,Teddy,10/8/2025
10/8/2025 18:48:57,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,1.3,77,Strong cap,Teddy,10/8/2025
10/8/2025 18:49:24,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,2.5,76,Strong cap,Teddy,10/8/2025
10/8/2025 18:50:07,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,22,71.5,Acetone blow off,Clinton ,10/8/2025
10/8/2025 18:51:39,"BARBERA, Estate, Green Valley",1,25,68,Weak cap; swampy ,Linda ,10/8/2025
10/8/2025 18:52:48,"BARBERA, Estate, Green Valley",2,23,70,Some cap; smell fine; warm pockets,Clinton ,10/8/2025
10/8/2025 18:53:24,"BARBERA, Estate, Green Valley",3,25,69,Some cap; warm pockets ,Clinton ,10/8/2025
10/8/2025 18:53:56,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,18.5,65.3,,Eli,10/8/2025
10/8/2025 18:54:18,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,19,64.9,,Eli,10/8/2025
10/8/2025 18:54:38,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,20,64.9,,Eli,10/8/2025
10/8/2025 18:55:08,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,20,64.9,,Eli,10/8/2025
10/8/2025 18:55:33,"CHARDONNAY, Andrews Vineyard, Suisun Valley",5,21,63.9,,Eli,10/8/2025
10/8/2025 18:55:53,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,20.5,63.3,,Eli,10/8/2025
10/9/2025 9:31:10,"MOURVÈDRE, Redgale Vineyard, Solano County",1,0,70,Punchdown once a day in the morning; weak cap with almost no whole grapes left. Very soupy. ,Fah,10/9/2025
10/9/2025 9:31:57,"MOURVÈDRE, Redgale Vineyard, Solano County",2,0.7,71,Started punchdown once a day in the morning; Weak cap; no solid grapes; taste dry. ,Fah,10/9/2025
10/9/2025 19:34:20,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,17,73,,Rihan Boot,10/9/2025
10/9/2025 19:36:36,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,20,68,Acetone. Cold throughout.,Rihan Boot,10/9/2025
10/9/2025 19:37:16,"BARBERA, Estate, Green Valley",1,23,73,,Rihan Boot,10/9/2025
10/9/2025 19:37:56,"BARBERA, Estate, Green Valley",2,21,70,,Rihan Boot,10/9/2025
10/9/2025 19:39:05,"BARBERA, Estate, Green Valley",3,22,72.5,,Rihan Boot,10/9/2025
10/9/2025 19:41:28,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,2.6,72,,Rihan Boot,10/9/2025
10/9/2025 19:42:19,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,22,65.5,,Rihan Boot,10/9/2025
10/9/2025 19:42:59,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,4,75,,Rihan Boot,10/9/2025
10/9/2025 19:43:46,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,1.5,71.5,,Rihan Boot,10/9/2025
10/9/2025 19:44:43,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,1.7,73,,Rihan Boot,10/9/2025
10/9/2025 19:46:50,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,14,70,,Rihan Boot,10/9/2025
10/9/2025 19:47:47,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,16,68.9,,Rihan Boot,10/9/2025
10/9/2025 19:48:45,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,14,69.3,,Rihan Boot,10/9/2025
10/9/2025 19:49:33,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,16,68.4,,Rihan Boot,10/9/2025
10/9/2025 19:50:03,"CHARDONNAY, Andrews Vineyard, Suisun Valley",5,14,64.8,,Rihan Boot,10/9/2025
10/9/2025 19:52:01,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,16,64.4,,Rihan Boot,10/9/2025
10/10/2025 21:03:26,"BARBERA, Estate, Green Valley",1,14,78,,Eli,10/10/2025
10/10/2025 21:04:18,"BARBERA, Estate, Green Valley",2,16,77,,Eli,10/10/2025
10/10/2025 21:05:19,"BARBERA, Estate, Green Valley",3,17,73,,Eli,10/10/2025
10/10/2025 21:06:35,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,19.5,70,Cap ,Eli ,10/10/2025
10/10/2025 21:07:21,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,15,72,Cap,Eli ,10/10/2025
10/10/2025 21:08:43,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,18.5,69,,Eli ,10/10/2025
10/10/2025 21:09:31,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,3.2,66,,Eli,10/10/2025
10/10/2025 21:10:14,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,8,72.5,,Eli,10/10/2025
10/10/2025 21:10:47,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,9,74.5,,Eli,10/10/2025
10/10/2025 21:11:32,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,11,73,,Eli,10/10/2025
10/10/2025 21:12:09,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,11,73,,Eli,10/10/2025
10/10/2025 21:13:23,"CHARDONNAY, Andrews Vineyard, Suisun Valley",5,10.5,65,This is chard 5 ,Eli ,10/10/2025
10/10/2025 21:14:35,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,12.5,66,This is chard 6 ,Eli ,10/10/2025
10/11/2025 16:31:33,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,17,71,"Great color, active",Linda,10/11/2025
10/11/2025 16:32:48,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,12,71,"Great color, active",Linda,10/11/2025
10/11/2025 16:33:01,"BARBERA, Estate, Green Valley",1,10,77,Mushy,Andrew,10/11/2025
10/11/2025 16:33:58,"BARBERA, Estate, Green Valley",2,12,73,Mushy,Andrew,10/11/2025
10/11/2025 16:34:19,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,17,67,"Foam, active, good color",Linda,10/11/2025
10/11/2025 16:35:26,"BARBERA, Estate, Green Valley",3,13.5,72,Foaming,Andrew Harper,10/11/2025
10/14/2025 18:51:50,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,-0.7,66,"Pineapple, dry",Fah,10/14/2025
10/14/2025 18:52:31,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,-0.7,67,"Pineapple, dry",Fah,10/14/2025
10/14/2025 18:53:25,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,2.4,65.5,Soap,Fah,10/14/2025
10/14/2025 18:53:58,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,2.7,66.5,Soap,Fah,10/14/2025
10/14/2025 18:54:44,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,5.3,63.7,,Fah,10/14/2025
10/14/2025 18:55:27,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,2.2,66,,,10/14/2025
10/14/2025 20:44:47,"BARBERA, Estate, Green Valley",1,1.8,64.3,,,10/14/2025
10/14/2025 20:45:15,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,11.5,67.1,,,10/14/2025
10/14/2025 20:46:03,"BARBERA, Estate, Green Valley",3,9,63.5,Left to separate before measuring,,10/14/2025
10/14/2025 20:46:38,"BARBERA, Estate, Green Valley",2,6,66,Left to separate before measuring,,10/14/2025
10/14/2025 20:47:04,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,6,66.3,,,10/14/2025
10/14/2025 20:47:31,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,13.5,59,,,10/14/2025
10/15/2025 18:45:27,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,-1,64.2,,Teddy,10/15/2025
10/15/2025 18:45:37,"BARBERA, Estate, Green Valley",1,6,62,"Merky, thick, low activity",Linda,10/15/2025
10/15/2025 18:45:51,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,-1.3,64,,Teddy,10/15/2025
10/15/2025 18:46:23,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,1.2,65.1,Still somewhat soapy,Teddy,10/15/2025
10/15/2025 18:46:32,"BARBERA, Estate, Green Valley",2,5.5,64,"Good color, low activity",Linda,10/15/2025
10/15/2025 18:46:43,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,1.5,64.9,,Teddy,10/15/2025
10/15/2025 18:47:18,"BARBERA, Estate, Green Valley",3,6,63,"Good color, low activity",Linda,10/15/2025
10/15/2025 18:47:21,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,4,63.3,"Chardonnay 6, keg",Teddy,10/15/2025
10/15/2025 18:47:49,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,12,59,Cold!,Teddy,10/15/2025
10/15/2025 18:48:37,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,10,65,,Teddy,10/15/2025
10/15/2025 18:48:52,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,10,65,"Low activity, good color",Linda,10/15/2025
10/16/2025 20:27:49,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,-1.2,63.3,,Maiko,10/16/2025
10/16/2025 20:28:12,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,-2.6,63.3,,Maiko,10/16/2025
10/16/2025 20:28:39,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,0.2,64,,Maiko,10/16/2025
10/16/2025 20:29:02,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,0.6,63.5,,Maiko,10/16/2025
10/16/2025 20:29:23,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,2.7,62.2,,Maiko,10/16/2025
10/16/2025 20:29:44,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,12,66.3,,,10/16/2025
10/16/2025 20:30:51,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,NA,64.5,Too thick to measure accurately ,,10/16/2025
10/16/2025 20:31:40,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,1,64.5,Vibe based on taste,,10/16/2025
10/16/2025 20:31:44,"BARBERA, Estate, Green Valley",1,NA,62.8,"Too thick to measure, even after separating. Pato and Fah thought it tasted under 1 brix ",,10/16/2025
10/16/2025 20:32:22,"BARBERA, Estate, Green Valley",2,NA,64,"Too thick to measure, even after separating. Pato and Fah thought it tasted like 3.5 hopefully",,10/16/2025
10/16/2025 20:33:08,"BARBERA, Estate, Green Valley",3,NA,64.3,"Too thick to measure, even after separating. Pato and Fah hoped it might be close to 1 maybe possible hopefully ",,10/16/2025
10/16/2025 20:33:26,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,9,67.4,Thick; brix maybe inaccurate ,,10/16/2025
10/17/2025 19:22:41,"CHARDONNAY, Andrews Vineyard, Suisun Valley",1,-1.2,61,,Eli ,10/17/2025
10/17/2025 19:23:14,"CHARDONNAY, Andrews Vineyard, Suisun Valley",2,-1.3,62,,Eli ,10/17/2025
10/17/2025 19:24:13,"CHARDONNAY, Andrews Vineyard, Suisun Valley",3,0.4,63,,Eli ,10/17/2025
10/17/2025 19:26:12,"CHARDONNAY, Andrews Vineyard, Suisun Valley",4,0.2,63,,Eli,10/17/2025
10/17/2025 22:52:09,"CHARDONNAY, Andrews Vineyard, Suisun Valley",6,1.7,62,Number 6 ,Eli,10/17/2025
